time,θ_1,θ_2
0.0,0.5,0.5
0.40080160320641284,0.9995791425505535,0.9999831588979737
0.8016032064128257,0.0,0.0
1.2024048096192386,0.0,0.0
1.6032064128256514,0.0,0.0
2.0040080160320644,0.0,0.0
2.404809619238477,0.0,0.0
2.80561122244489,0.0,0.0
3.2064128256513027,0.0,0.0
3.6072144288577155,0.0,0.0
4.008016032064129,0.0,0.0
4.408817635270541,0.0,0.0
4.809619238476954,0.0,0.0
5.210420841683367,0.0,0.0
5.61122244488978,0.0,0.0
6.012024048096192,0.0,0.0
6.412825651302605,0.0,0.0
6.813627254509019,0.0,0.0
7.214428857715431,0.0,0.0
7.615230460921844,0.0,0.0
8.016032064128257,0.0,0.0
8.41683366733467,0.0,0.0
8.817635270541082,0.0,0.0
9.218436873747494,0.0,0.0
9.619238476953909,0.0,0.0
10.02004008016032,0.0,0.0
10.420841683366733,0.0,0.0
10.821643286573147,0.0,0.0
11.22244488977956,0.0,0.0
11.623246492985972,0.0,0.0
12.024048096192384,0.0,0.0
12.424849699398798,0.0,0.0
12.82565130260521,0.0,0.0
13.226452905811623,0.0,0.0
13.627254509018037,0.0,0.0
14.02805611222445,0.0,0.0
14.428857715430862,0.0,0.0
14.829659318637274,0.0,0.0
15.230460921843688,0.0,0.0
15.6312625250501,0.0,0.0
16.032064128256515,0.0,0.0
16.432865731462925,0.0,0.0
16.83366733466934,0.0,0.0
17.234468937875754,0.0,0.0
17.635270541082164,0.0,0.0
18.03607214428858,0.0,0.0
18.43687374749499,0.0,0.0
18.837675350701403,0.0,0.0
19.238476953907817,0.0,0.0
19.639278557114228,0.0,0.0
20.04008016032064,0.0,0.0
20.440881763527056,0.0,0.0
20.841683366733466,0.0,0.0
21.24248496993988,0.0,0.0
21.643286573146295,0.0,0.0
22.044088176352705,0.0,0.0
22.44488977955912,0.0,0.0
22.845691382765533,0.0,0.0
23.246492985971944,0.0,0.0
23.647294589178358,0.0,0.0
24.04809619238477,0.0,0.0
24.448897795591183,0.0,0.0
24.849699398797597,0.0,0.0
25.250501002004007,0.0,0.0
25.65130260521042,0.0,0.0
26.052104208416836,0.0,0.0
26.452905811623246,0.0,0.0
26.85370741482966,0.0,0.0
27.254509018036075,0.0,0.0
27.655310621242485,0.0,0.0
28.0561122244489,0.0,0.0
28.45691382765531,0.0,0.0
28.857715430861724,0.0,0.0
29.258517034068138,0.0,0.0
29.65931863727455,0.0,0.0
30.060120240480963,0.0,0.0
30.460921843687377,0.0,0.0
30.861723446893787,0.0,0.0
31.2625250501002,0.0,0.0
31.663326653306616,0.0,0.0
32.06412825651303,0.0,0.0
32.46492985971944,0.0,0.0
32.86573146292585,0.0,0.0
33.26653306613227,0.0,0.0
33.66733466933868,0.0,0.0
34.06813627254509,0.0,0.0
34.46893787575151,0.0,0.0
34.86973947895792,0.0,0.0
35.27054108216433,0.0,0.0
35.671342685370746,0.0,0.0
36.07214428857716,0.0,0.0
36.47294589178357,0.0,0.0
36.87374749498998,0.0,0.0
37.274549098196395,0.0,0.0
37.675350701402806,0.0,0.0
38.07615230460922,0.0,0.0
38.476953907815634,0.0,0.0
38.877755511022045,0.0,0.0
39.278557114228455,0.0,0.0
39.67935871743487,0.0,0.0
40.08016032064128,0.0,0.0
40.480961923847694,0.0,0.0
40.88176352705411,0.0,0.0
41.28256513026052,0.0,0.0
41.68336673346693,0.0,0.0
42.08416833667335,0.0,0.0
42.48496993987976,0.0,0.0
42.88577154308617,0.0,0.0
43.28657314629259,0.0,0.0
43.687374749499,0.0,0.0
44.08817635270541,0.0,0.0
44.48897795591183,0.0,0.0
44.88977955911824,0.0,0.0
45.29058116232465,0.0,0.0
45.69138276553107,0.0,0.0
46.09218436873748,0.0,0.0
46.49298597194389,0.0,0.0
46.8937875751503,0.0,0.0
47.294589178356716,0.0,0.0
47.69539078156313,0.0,0.0
48.09619238476954,0.0,0.0
48.496993987975955,0.0,0.0
48.897795591182366,0.0,0.0
49.298597194388776,0.0,0.0
49.699398797595194,0.0,0.0
50.100200400801604,0.0,0.0
50.501002004008015,0.0,0.0
50.90180360721443,0.0,0.0
51.30260521042084,0.0,0.0
51.703406813627254,0.0,0.0
52.10420841683367,0.0,0.0
52.50501002004008,0.0,0.0
52.90581162324649,0.0,0.0
53.30661322645291,0.0,0.0
53.70741482965932,0.0,0.0
54.10821643286573,0.0,0.0
54.50901803607215,0.0,0.0
54.90981963927856,0.0,0.0
55.31062124248497,0.0,0.0
55.71142284569139,0.0,0.0
56.1122244488978,0.0,0.0
56.51302605210421,0.0,0.0
56.91382765531062,0.0,0.0
57.31462925851704,0.0,0.0
57.71543086172345,0.0,0.0
58.11623246492986,0.0,0.0
58.517034068136276,0.0,0.0
58.91783567134269,0.0,0.0
59.3186372745491,0.0,0.0
59.719438877755515,0.0,0.0
60.120240480961925,0.0,0.0
60.521042084168336,0.0,0.0
60.92184368737475,0.0,0.0
61.322645290581164,0.0,0.0
61.723446893787575,0.0,0.0
62.12424849699399,0.0,0.0
62.5250501002004,0.0,0.0
62.92585170340681,0.0,0.0
63.32665330661323,0.0,0.0
63.72745490981964,0.0,0.0
64.12825651302606,0.0,0.0
64.52905811623246,0.0,0.0
64.92985971943888,0.0,0.0
65.3306613226453,0.0,0.0
65.7314629258517,0.0,0.0
66.13226452905812,0.0,0.0
66.53306613226454,0.0,0.0
66.93386773547094,0.0,0.0
67.33466933867736,0.0,0.0
67.73547094188378,0.0,0.0
68.13627254509018,0.0,0.0
68.5370741482966,0.0,0.0
68.93787575150301,0.0,0.0
69.33867735470942,0.0,0.0
69.73947895791584,0.0,0.0
70.14028056112225,0.0,0.0
70.54108216432866,0.0,0.0
70.94188376753507,0.0,0.0
71.34268537074149,0.0,0.0
71.7434869739479,0.0,0.0
72.14428857715431,0.0,0.0
72.54509018036072,0.0,0.0
72.94589178356713,0.0,0.0
73.34669338677355,0.0,0.0
73.74749498997996,0.0,0.0
74.14829659318637,0.0,0.0
74.54909819639279,0.0,0.0
74.9498997995992,0.0,0.0
75.35070140280561,0.0,0.0
75.75150300601203,0.0,0.0
76.15230460921843,0.0,0.0
76.55310621242485,0.0,0.0
76.95390781563127,0.0,0.0
77.35470941883767,0.0,0.0
77.75551102204409,0.0,0.0
78.15631262525051,0.0,0.0
78.55711422845691,0.0,0.0
78.95791583166333,0.0,0.0
79.35871743486975,0.0,0.0
79.75951903807615,0.0,0.0
80.16032064128257,0.0,0.0
80.56112224448898,0.0,0.0
80.96192384769539,0.0,0.0
81.3627254509018,0.0,0.0
81.76352705410822,0.0,0.0
82.16432865731463,0.0,0.0
82.56513026052104,0.0,0.0
82.96593186372746,0.0,0.0
83.36673346693387,0.0,0.0
83.76753507014028,0.0,0.0
